Age,EdLevel,Employment,YearsCode,WorkExp,Country,JobSat,Salary,lgr_pred,svr_pred,rfr_pred,lgr_pred_raw,svr_pred_raw,rfr_pred_raw,xgb_pred,xgb_pred_raw
42,Master’s degree,"Independent contractor, freelancer, or self-employed",21,18,Czech Republic,8,37445,11.26507492646594,11.499240156501479,11.38671276174602,78046.65857589133,98639.79096,88141.73444048826,11.37740707397461,87325.31026029028
32,College/University course,Employed,18,10,United States of America,8,144000,11.885275736749346,11.711846410684348,11.88885181837097,145113.11860880657,122007.55090986265,145632.98753423418,11.85038948059082,140137.91793647213
32,Bachelor’s degree,Employed,14,7,Netherlands,8,116015,11.296537229160165,11.197693174487053,11.110780199791309,80541.25473,72960.93709466036,66887.35731406951,11.22590160369873,75048.38208865978
32,Associate degree,Employed,10,7,Argentina,9,30710,10.604209773551144,11.13576790204149,10.868609192719896,40303.15214622474,68579.80074644036,52501.13911093733,10.461179733276367,34931.73846129893
32,Bachelor’s degree,Employed,18,14,United States of America,9,176000,12.060493056898686,11.952184265085643,12.08245296065354,172903.21625720785,155154.6778505849,176742.1734979732,12.111858367919922,182016.54598441927
42,Bachelor’s degree,Employed,28,19,United States of America,10,140000,12.06968107553536,12.043327911250929,12.096962674414192,174499.18408202147,169960.61752078682,179325.3616951319,12.090439796447754,178159.44442361477
59,Master’s degree,Employed,34,34,Canada,7,156131,11.682257349481352,11.502574489325262,11.369567056155756,118450.31952784382,98969.24113421873,86643.34722608273,11.465764045715332,95392.34019428118
32,Bachelor’s degree,Employed,24,11,Canada,8,81713,11.510630556418418,11.417515636035914,11.37760521768176,99769.77227,90899.03234861996,87342.61513350626,11.624419212341309,111793.67538774734
47,Master’s degree,Employed,35,27,France,6,63808,11.333161667077386,11.47706957,11.38671276174602,83545.75272975498,96476.93172876247,88141.73444048826,11.307415008544922,81422.15805709363
42,Bachelor’s degree,Employed,15,13,Mexico,10,79742,10.525397041758204,11.41523763333694,10.770619073117324,37248.62072058699,90692.19750420384,47600.47718885647,10.777684211730957,47937.97906829041
42,Bachelor’s degree,Employed,21,13,United States of America,7,100000,11.889966320259642,11.875742579178587,12.059546593135115,145795.38736904733,143736.29601099904,172739.6461007752,12.069108963012695,174399.3789
32,Bachelor’s degree,Employed,18,9,Brazil,9,83737,10.60225674460123,11.22359499056691,10.843736300317865,40224.513786773685,74875.47169,51211.36574469895,10.848767280578613,51469.66334612499
42,Bachelor’s degree,Employed,19,20,United States of America,7,255000,12.029229031495447,12.01170257578285,12.093561198991562,167581.16235368542,164669.62995794957,178716.4237141039,12.108536720275879,181412.95085177338
47,Bachelor’s degree,Employed,45,33,United States of America,10,120000,12.281493644501706,11.969777748495268,12.119954970270967,215666.60690783148,157908.56085836102,183496.25188681492,12.144455909729004,188047.6358583774
65,Master’s degree,"Independent contractor, freelancer, or self-employed",56,50,United States of America,7,120000,12.465386465254342,11.767982888372385,11.566007932296618,259207.09281536244,129052.57256971687,105450.6604698667,11.264898300170898,78032.87452446914
42,Bachelor’s degree,Employed,25,11,United States of America,9,126000,11.88647285516145,11.840667314317479,12.044085063375073,145286.9414145314,138782.06566517736,170089.3530505555,12.028538703918457,167465.5156872352
32,Bachelor’s degree,Employed,15,10,United States of America,8,400000,11.962779761143782,11.777623003271454,11.996817950443388,156807.36930501962,130302.67974461292,162236.72071573092,12.009832382202148,164361.95180140724
42,Bachelor’s degree,Employed,18,14,United Kingdom of Great Britain and Northern Ireland,3,95299,11.38198324054914,11.45274031,11.52523899220817,87725.84576199026,94158.01743987144,101237.96508436152,11.57330608,106223.07783250527
42,Bachelor’s degree,Employed,35,13,Canada,8,259732,11.436739596029826,11.467942439267958,11.396249431619596,92663.39562216107,95600.37093567102,88986.34357857448,11.631257057189941,112560.72954289959
32,College/University course,Employed,18,15,United Kingdom of Great Britain and Northern Ireland,8,190598,11.534833576385982,11.510909215862682,11.551693165894516,102213.98562518596,99797.57821572777,103951.89739801755,11.550081253051758,103784.46936361105
32,Bachelor’s degree,Employed,5,1,United States of America,9,180000,11.794340314391752,11.25406548847024,11.425294020347708,132499.3166731707,77192.11039715372,91608.84475218733,11.333928108215332,83609.81094
42,Master’s degree,Employed,20,15,Germany,7,75943,11.39829409223846,11.483165853082308,11.375692238191919,89168.47863430144,97066.88451597397,87175.68830389355,11.493849754333496,98109.50793405804
47,Secondary school,Employed,30,25,Australia,9,117017,11.53434714773685,11.53571629661699,11.389439854113373,102164.27741853542,102304.2526953327,88382.43587716857,11.673035621643066,117363.01481651388
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",20,8,Argentina,9,85306,10.850330037232405,11.232472711556348,11.279121252896621,51550.16235153945,75543.16352373488,79150.67701531357,10.830678939819336,50547.01420099576
32,Bachelor’s degree,Employed,10,9,United States of America,3,163000,11.852691521979347,11.64781291127103,12.001851680970173,140460.8951365143,114439.79697517832,163055.44056187847,11.96084976196289,156505.02114041033
42,Secondary school,Employed,15,17,Brazil,8,110000,10.485218388389484,11.341445997551839,10.972300415988597,35781.64893892298,84240.75648498496,58237.41199844406,11.18107795715332,71758.67424052472
42,Bachelor’s degree,Employed,25,19,United States of America,9,700000,12.046212788019206,12.029465505452265,12.091776722115462,170451.64377724362,167620.79585667024,178397.79098505175,12.134217262268066,186132.09517697946
32,Bachelor’s degree,Employed,13,7,Australia,6,97514,11.42592128668102,11.195095210936017,11.12560237420925,91666.32654991369,72771.63065356803,67886.17223085441,11.413576126098633,90541.63521
42,College/University course,Employed,11,8,Germany,7,103253,11.132497408236917,11.20434603861081,11.300391821566647,68355.87403753927,73447.96120464122,80852.31140580015,11.171645164489746,71084.96259835444
59,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",25,25,Canada,6,114545,11.460285790013176,11.440552269482346,11.38729984,94871.17991244714,93017.36906712793,88193.49661194831,10.943119049072266,56562.49260309284
32,Master’s degree,Employed,17,12,United States of America,7,200000,12.033890924622028,11.842589060515104,11.899447870009546,168364.23636995876,139049.02792861153,147184.3373629669,12.197147369384766,198221.88717938485
42,Master’s degree,Employed,20,17,Canada,9,160508,11.574737972028897,11.558725900205657,11.369567056155756,106375.28779984413,104685.5472647681,86643.34722608273,11.780683517456055,130702.08688862968
32,Bachelor’s degree,Employed,9,9,United States of America,5,127000,11.888304041073221,11.682023465025525,12.007809137113941,145553.2343875581,118422.61884493986,164029.74145129722,11.952248573303223,155164.6559565085
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",20,12,United States of America,7,600000,11.910681747869198,11.829306710253185,11.828452841836363,148847.1217370028,137214.32828854636,137097.21446043192,11.819169044494629,135830.31235207504
42,Bachelor’s degree,Employed,21,13,United States of America,6,350000,11.872363007518274,11.86077365214856,12.053567385713983,143251.34544304037,141600.7263845272,171709.8756212599,12.041449546813965,169641.66730893258
65,College/University course,Employed,34,31,United States of America,7,180000,11.912538045146368,11.706562101063797,11.905390420743256,149123.68471222805,121364.52043289541,148061.59769790532,11.685973167419434,118891.28182616897
42,Master’s degree,Employed,22,13,Germany,8,197225,11.379320573843481,11.455773057036769,11.363318606240885,87492.56911738835,94444.01167064953,86103.64227768287,11.475194931030273,96296.23943097111
47,Master’s degree,Employed,32,22,United States of America,7,475000,12.065121659315748,11.954362789190196,12.196631384049358,173705.37613795808,155493.05668413537,198119.6334594367,12.206717491149902,200128.0107154726
42,Master’s degree,Employed,20,15,Ukraine,7,103055,10.83575739109198,11.393014211999208,11.23903386861267,50804.37276639086,88698.91517636694,76040.45024949315,10.95695972442627,57350.81239581037
32,College/University course,Employed,7,7,United States of America,3,90000,11.737574838660883,11.47187399671036,11.513610719204744,125187.36958703122,95976.97304839718,100067.5489074837,11.668074607849121,116782.21219621092
32,Master’s degree,Employed,17,10,United States of America,6,161000,11.97926578918559,11.738595736105555,11.973306,159413.94346968387,125315.23933348815,158466.68998282452,12.062002182006836,173164.34734144487
47,Master’s degree,Employed,30,25,United States of America,10,175000,12.182483083861907,11.987659696175147,12.187428565824534,195336.2994159062,160757.68942744876,196304.72920902914,12.211810111999512,201149.79145068733
42,Bachelor’s degree,Employed,14,9,United States of America,8,160000,11.826088346440283,11.746466775325917,11.929166227490557,136773.42930863236,126305.50044777816,151624.08813117823,11.90332317352295,147755.83186006325
32,Bachelor’s degree,Employed,12,10,India,4,37197,10.398139772354828,11.117337824283634,10.16123671802479,32797.556109610756,67327.42737434042,25879.283889886647,10.402106285095215,32927.91035526625
47,Master’s degree,Employed,35,28,Germany,6,111374,11.581249916129694,11.557950680236049,11.362120094764458,107070.26460881605,104604.42361118001,86000.50669267621,11.476311683654785,96403.83969609544
42,Bachelor’s degree,Employed,22,15,Switzerland,7,145072,11.833865827310655,11.565019052095892,11.909113212079523,137841.3372498583,105346.43295345159,148613.83114098758,11.92807674407959,151458.98506782835
42,Professional degree,Employed,34,14,United States of America,8,210000,12.026273722150053,11.899653374161293,12.226174600096133,167086.6363217885,147214.5876690466,204060.07190282203,12.283065795898438,216005.93570549076
42,Bachelor’s degree,Employed,24,13,Netherlands,7,81210,11.285460472702848,11.425329725960424,11.379001004144559,79654.03064295405,91612.11579622193,87464.61329100332,11.422528266906738,91355.82456585026
42,Bachelor’s degree,Employed,16,12,India,7,40684,10.373252901772233,11.249661438328596,10.767759906148685,31991.375948057474,76852.89557618981,47464.57099944769,10.71923828,45216.446743688684
47,Master’s degree,Employed,35,27,Romania,6,75357,11.318061367355078,11.526172858873602,11.364928252969344,82293.64908473846,101332.55293844442,86242.35194,11.09919548034668,66116.94558
47,Master’s degree,Employed,30,26,France,4,63808,11.285272804557007,11.429438098182022,11.375692238191919,79639.08333365714,91989.27079,87175.68830389355,11.220141410827637,74617.32584837731
59,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",40,35,Australia,10,195028,11.790495295572489,11.584792764803987,11.38539706311724,131990.82866145554,107450.27465825687,88025.84142,11.091320991516113,65598.34509117511
32,Master’s degree,Employed,8,4,France,7,52207,11.060902289997747,10.940686994322835,10.818966519678806,63632.942240560034,56425.09424015836,49958.42823301886,10.849541664123535,51509.53681755394
59,Master’s degree,Employed,45,30,France,9,110214,11.33306894525769,11.43541103162884,11.375692238191919,83538.00648194084,92540.36674888564,87175.68830389355,11.280424118041992,79253.86818398611
42,College/University course,Employed,25,25,Germany,8,104413,11.49029722229613,11.575352939977668,11.364928252969344,97761.58558,106440.72592646316,86242.35194,11.43539047241211,92538.46419042772
47,Bachelor’s degree,Employed,16,21,Austria,8,145018,11.329420241340946,11.531421552550576,11.379001004144559,83233.75278516194,101865.81997042947,87464.61329100332,11.279617309570312,79189.95047305596
42,Master’s degree,Employed,18,13,United Kingdom of Great Britain and Northern Ireland,8,102106,11.499626341932117,11.48181139365168,11.541140304934087,98677.89195700215,96935.49900264022,102860.6648648222,11.664595603942871,116376.62886686975
32,Bachelor’s degree,Employed,12,7,United Kingdom of Great Britain and Northern Ireland,8,110275,11.446826400684673,11.256956840107375,11.17464873952761,93602.81317496784,77415.62579837261,71298.79559,11.383070945739746,87821.31862123053
42,Master’s degree,Employed,15,7,Germany,4,81210,11.19859528386508,11.192174278419497,11.186657279270175,73026.78643954253,72559.37685080615,72160.16356,11.215983390808105,74307.70550555654
32,Bachelor’s degree,Employed,15,10,United States of America,9,185000,11.98142216102903,11.79844380044481,12.045776447367178,159758.07226668161,133044.14696189572,170377.28458366726,12.063769340515137,173470.62850231605
42,Bachelor’s degree,Employed,5,2,United States of America,8,95000,11.67546228777137,11.383970540298064,11.495962999265997,117648.16393687688,87900.35864781955,98317.05869332979,11.444734573364258,93407.21481159759
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",12,10,Romania,7,98447,11.118188858367283,11.301531231628573,11.359745778413123,67384.75054936258,80944.48898641487,85796.55412886299,11.34520435333252,84557.96269094959
59,Secondary school,Employed,40,38,Italy,8,69609,11.08453217361751,11.44886974286104,11.071827696536074,65154.51134095527,93794.27333699306,64331.98061503762,11.002265930175781,60008.96616590482
32,Others,Employed,17,14,France,10,104413,11.049808902777619,11.413397790430041,11.375692238191919,62930.92733984376,90525.48967320779,87175.68830389355,10.931781768798828,55924.83789926171
32,Master’s degree,Employed,14,7,Italy,7,34804,10.886735143456242,11.083777016823934,11.036573254770122,53461.46743712806,65105.32728710068,62103.47054420334,10.886356353759766,53441.22024027153
42,Master’s degree,Employed,17,14,Germany,8,83531,11.408304966624248,11.483299546427622,11.38671276174602,90065.62620729906,97079.86271370742,88141.73444048826,11.510610580444336,99767.77927530294
32,Master’s degree,Employed,13,7,Greece,9,52207,10.848651544678178,11.182451091012512,11.07495157509651,51463.70668726293,71857.27756123505,64533.263261495114,11.024609565734863,61364.898801527444
42,Master’s degree,"Independent contractor, freelancer, or self-employed",18,12,Czech Republic,5,111374,11.08941339953358,11.320775399366852,11.38671276174602,65473.327585526065,82517.30276,88141.73444048826,11.487229347229004,97462.12177
42,Master’s degree,Employed,22,22,Italy,6,168221,11.058034491472316,11.45853141162634,11.006480209286709,63450.71433618385,94704.88413,60262.398555094194,10.976666450500488,58492.238801657986
59,Bachelor’s degree,Employed,26,26,Germany,8,98612,11.384025402136214,11.455841758376042,11.362120094764458,87905.18121021694,94450.50039,86000.50669267621,11.303339004516602,81090.95239321329
47,Bachelor’s degree,Employed,38,24,United Kingdom of Great Britain and Northern Ireland,3,176984,11.528045514339432,11.552456095238249,11.52523899220817,101522.49356139184,104031.23637497699,101237.96508436152,11.590418815612793,108056.50473049462
32,Others,Employed,7,2,Germany,0,15082,10.925387774990906,10.769547861101115,10.93345466965432,55568.38921775694,47549.513215985964,56018.47458193318,10.700129508972168,44360.59998350241
59,Master’s degree,"Independent contractor, freelancer, or self-employed",40,35,Italy,10,46406,11.263118616402487,11.462309689907473,11.22951029456365,77894.12241,95063.38614482126,75319.70136748116,11.373330116271973,86970.00935255653
59,Master’s degree,Employed,46,34,France,6,78890,11.330941130521522,11.435961172928192,11.38671276174602,83360.43993425791,92591.29158327552,88141.73444048826,11.244959831237793,76492.40685800303
32,Secondary school,Employed,11,11,Sweden,7,70440,11.099774492434415,11.265373997364097,11.38503397160772,66155.23975353154,78070.00385001268,87993.88542560488,11.217698097229004,74435.23242438244
32,Master’s degree,Employed,15,6,Germany,7,46406,11.33904915691658,11.16334254544591,11.11746978754926,84039.08420456255,70497.20626633073,67336.31283975077,11.250751495361328,76936.71638198507
42,Bachelor’s degree,Employed,15,3,Denmark,8,83981,11.295272654933612,11.05727633028894,10.817095252422167,80439.46744198074,63402.625941036174,49865.02820626635,11.185039520263672,72043.51856065386
42,College/University course,Employed,12,12,Germany,10,62648,11.27226599,11.396317886002699,11.375692238191919,78609.92670845587,88992.43536,87175.68830389355,11.469632148742676,95762.04603144083
47,Master’s degree,Employed,36,23,United Kingdom of Great Britain and Northern Ireland,5,95299,11.594947686407178,11.539515968938096,11.592085789797634,108546.99304853851,102693.71858510729,108236.78402007291,11.634244918823242,112897.55135388572
32,Master’s degree,Employed,10,10,Ukraine,8,76692,10.941450305264627,11.272393424772211,11.339437073752958,56468.18133762892,78619.94547379485,84071.69109212753,11.137690544128418,68711.78391785386
42,Bachelor’s degree,Employed,25,13,United Kingdom of Great Britain and Northern Ireland,6,55818,11.423051029049239,11.464283169410653,11.592795696847826,91403.59494,95251.17900409123,108313.65006669195,11.535696029663086,102302.1793
42,Bachelor’s degree,Employed,23,17,Czech Republic,7,180000,11.114499662895895,11.48187098489245,11.362120094764458,67136.60934573892,96941.27574101136,86000.50669267621,11.180232048034668,71697.99774475182
32,Master’s degree,Employed,14,10,United Kingdom of Great Britain and Northern Ireland,9,299511,11.58281475583762,11.415138115092365,11.600770396550493,107237.94513761175,90683.17232548575,109180.88022841563,11.747845649719238,126479.7813750963
42,Bachelor’s degree,Employed,17,15,Bulgaria,8,103786,11.057155083668231,11.46075598533183,11.38671276174602,63394.93893167157,94915.79885629966,88141.73444048826,11.241598129272461,76235.69056542956
32,Master’s degree,Employed,15,8,India,7,29060,10.502973517967737,11.093245673683334,10.225138799601156,36422.64818057553,65724.72456199703,27587.072419973745,10.155445098876953,25729.82835469172
32,Master’s degree,Employed,6,4,Switzerland,6,96714,11.76633652307449,11.078026191223433,11.53922635255047,128840.2780513849,64731.98669063932,102663.9808181626,11.732741355895996,124583.73376713965
47,Master’s degree,Employed,40,30,Australia,9,91013,11.794139871870744,11.590358011925314,11.384830532397235,132472.76063723068,108049.93463549227,87975.98563640834,11.693107604980469,119742.54441646278
32,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",22,15,Switzerland,9,136392,12.060743691448835,11.640718173127635,11.750183779262127,172946.5574588427,113630.74289480275,126775.8558219597,11.835312843322754,138040.94169959283
32,Master’s degree,Employed,10,5,Ukraine,7,120000,10.841679686068193,11.007986957037373,10.72436407780029,51106.14989484271,60353.26873734401,45448.817209315115,10.470312118530273,35252.21883467165
47,Master’s degree,Employed,37,30,Poland,8,76412,11.474981027058874,11.553106920852171,11.38671276174602,96275.64327190066,104098.96525653823,88141.73444048826,11.444112777709961,93349.15204301143
59,Master’s degree,Employed,45,37,Norway,7,217420,11.692010068827587,11.522059281840214,11.362120094764458,119611.19364168879,100916.5657466387,86000.50669267621,11.785289764404297,131305.52631228158
32,Master’s degree,Employed,14,10,Austria,10,81210,11.38397907633743,11.371555414532224,11.382031628908164,87901.10898,86815.79863044404,87730.09082280402,11.469374656677246,95737.39098130247
59,College/University course,Employed,47,43,United Kingdom of Great Britain and Northern Ireland,9,67179,11.8133617,11.589243361960042,11.56330629057727,135043.77946113635,107929.56276366753,105166.15235710917,11.684107780456543,118669.70843796711
32,Master’s degree,Employed,11,6,Finland,6,54527,11.231046399158808,11.100017917040335,11.081460695755611,75435.49075249732,66171.34577034353,64954.69465364533,11.084063529968262,65123.98377818468
47,Master’s degree,Employed,28,26,Brazil,4,43689,10.740576507960158,11.419204343519587,10.180658688358724,46191.67468793261,91052.66559781195,26386.84293951263,10.007305145263672,22186.961483630104
42,Master’s degree,Employed,28,17,Sweden,7,78616,11.311105553057736,11.462359918424053,11.379001004144559,81723.20903,95068.16120783804,87464.61329100332,11.357782363891602,85628.26323163451
32,Bachelor’s degree,Employed,13,5,Belgium,8,42322,11.17099394876123,11.071013890557996,10.918270172348441,71038.68537129824,64279.64734827647,55174.27263,10.923426628112793,55459.516276383096
47,Master’s degree,"Independent contractor, freelancer, or self-employed",36,27,Spain,8,116015,11.391568775576165,11.496475937104698,11.364928252969344,88570.79770338723,98367.50268207054,86242.35194,11.354879379272461,85380.04326122193
42,Bachelor’s degree,Employed,23,20,Italy,8,58007,11.026619490336898,11.490315205994834,11.148848211080095,61488.36366722574,97763.34373,69482.75137684558,11.03442383,61970.12490011309
47,Master’s degree,Employed,17,23,Ukraine,6,60000,11.000845608335379,11.454511416968812,11.34899185751028,59923.793201146975,94324.93119385296,84878.83738895433,10.658495903015137,42551.58580009685
32,Bachelor’s degree,Employed,8,4,Germany,8,67289,11.255086298046754,11.067399201635073,10.941199744734327,77270.95009680204,64047.71224351351,56454.03416204324,11.142119407653809,69016.77835110173
65,Master’s degree,"Independent contractor, freelancer, or self-employed",50,46,Australia,9,16252,11.981225079696255,11.57752055388257,11.382434583819744,159726.58983819777,106671.70073330741,87765.44962027147,11.12798786,68048.30953783139
42,Master’s degree,Employed,20,16,India,8,37197,10.537766364505522,11.359754258004397,10.872297547574576,37712.234685809526,85797.28166013892,52695.14318861379,10.947314262390137,56800.28697085461
42,Secondary school,"Independent contractor, freelancer, or self-employed",15,13,Italy,7,41765,10.78733881764894,11.243758673222706,11.041611277061868,48403.05245694363,76400.58134876775,62417.14373402131,10.861584663391113,52133.62860031133
32,Master’s degree,"Independent contractor, freelancer, or self-employed",10,9,Czech Republic,7,71300,11.178625221687613,11.22450115,11.312645152629646,71582.88241605756,74943.35235425695,81849.12849,11.191658020019531,72521.92661458354
42,Bachelor’s degree,Employed,25,20,Sweden,5,69182,11.262093400187549,11.487034656513382,11.375692238191919,77814.30398866053,97443.14845693416,87175.68830389355,11.303903579711914,81136.74782433976
32,College/University course,Employed,20,10,Bulgaria,9,57557,10.971312224668083,11.268957816285148,11.363315845730051,58179.88973137016,78350.29815280608,86103.40458521314,11.210855484008789,73927.63271
42,Bachelor’s degree,Employed,2,3,Ukraine,7,26600,10.621253528826085,10.944139203401976,10.585407164127565,40995.97362042552,56620.22553822033,39552.40899826156,9.972342491149902,21424.615927981235
32,Bachelor’s degree,Employed,13,8,Germany,9,70769,11.35771863792687,11.307571307883613,11.299687180935727,85622.80659809234,81434.88543746676,80795.35894530456,11.418370246887207,90976.74970696677
42,Bachelor’s degree,Employed,21,15,United Kingdom of Great Britain and Northern Ireland,7,84408,11.481000955882882,11.530840561989292,11.600974127200283,96856.96982847597,101806.65349876374,109203.12618983503,11.599788665771484,109073.74561336459
32,Bachelor’s degree,Employed,13,5,Sweden,0,55660,11.00102316048129,10.93605210001602,11.000122700496474,59934.43392138657,56164.1704,59880.48875284562,11.103168487548828,66380.15517305667
32,Bachelor’s degree,Employed,9,3,Poland,8,42572,11.036469588439997,10.941080375033563,10.80652052591831,62097.03273535547,56447.29554371013,49340.48692450181,10.628791809082031,41306.18806994131
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",20,25,Australia,9,130019,11.764732680301256,11.652220222497938,11.387607393123917,128633.8025200923,114945.2862906359,88220.62498016664,11.77715778,130242.07399617313
42,Master’s degree,Employed,25,19,United States of America,8,13000,12.081490183394347,12.001286150839713,12.17572819972551,176572.09107869247,162963.25330156877,194021.2650434912,12.19826889038086,198444.32301917998
32,Master’s degree,Employed,11,6,Canada,8,62015,11.44439781495616,11.179085555077586,11.089673792821452,93375.76410581639,71615.84245303836,65490.37888088238,11.403468132019043,89631.04068928096
32,Master’s degree,Employed,20,4,Germany,7,52207,11.29490243918166,11.051994488925889,11.016482683744151,80409.69262573244,63068.62090428418,60868.20639770713,11.137063026428223,68668.67895569355
47,Master’s degree,Employed,30,30,Switzerland,9,161191,12.18637938447149,11.659739113687044,11.996747091600135,196098.87690552956,115812.8122394177,162225.22514579512,12.055167198181152,171984.80067645592
42,Master’s degree,Employed,35,26,Poland,7,60038,11.430033917577719,11.55875923426449,11.375692238191919,92044.09671146133,104689.03695045614,87175.68830389355,11.32176685333252,82599.15643
32,Bachelor’s degree,Employed,16,11,United Kingdom of Great Britain and Northern Ireland,9,176984,11.551368038336815,11.461370740979081,11.555734854129831,103918.10494009788,94974.16743378372,104372.89279343803,11.674123764038086,117490.79308455272
59,Master’s degree,"Independent contractor, freelancer, or self-employed",30,30,United States of America,8,250000,12.149005800870569,11.818428551656343,12.052612771143881,188905.18608155326,135729.76746904055,171546.03613177096,11.994101524353027,161796.61197040635
42,Master’s degree,Employed,16,12,Netherlands,6,121815,11.301131855573683,11.366085112684356,11.360104156840952,80912.16775095568,86342.18113285759,85827.30763179019,11.447690963745117,93683.77457
42,Master’s degree,Employed,16,16,United Kingdom of Great Britain and Northern Ireland,5,149756,11.51359674252803,11.517056587164527,11.591989118218033,100066.15029150042,100412.96670421422,108226.32100826518,11.60900592803955,110083.76380102731
42,Bachelor’s degree,Employed,20,12,United Kingdom of Great Britain and Northern Ireland,6,136141,11.391635358703821,11.432631103815206,11.525548684129312,88576.69529,92283.46568,101269.32282932248,11.52222728729248,100933.52187223452
32,College/University course,Employed,5,4,Bulgaria,7,38549,10.841319521392986,10.91433374403817,10.81548473,51087.74621917593,54957.50605042601,49784.78260257453,10.689292907714844,43882.46636403872
42,Bachelor’s degree,Employed,18,14,India,8,53470,10.44453904229674,11.324445291572307,10.73852502125153,34355.24349594227,82820.69240032461,46097.00816653061,10.75204849243164,46724.647618028575
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",20,10,United States of America,6,106000,11.857943872779135,11.75698104740554,11.70736360783813,141200.5911547504,127640.52747872502,121461.8347135106,11.661705017089844,116040.71495094906
32,Master’s degree,Employed,5,4,Ukraine,6,23870,10.713117566737447,10.917771891967393,10.612776876574143,44940.52892966352,55146.78672522144,40649.925269496554,10.334550857543945,30776.85933009259
59,Master’s degree,Employed,30,15,Spain,6,63808,10.938844308094179,11.22015911337212,11.362120094764458,56321.21439174183,74618.64679430188,86000.50669267621,10.890084266662598,53640.81999675636
42,Master’s degree,Employed,20,15,France,6,116015,11.15245802888951,11.379717191957996,11.379001004144559,69734.02831916022,87527.27753,87464.61329100332,11.248039245605469,76728.32481225292
42,Master’s degree,Employed,19,12,Czech Republic,8,78633,11.074582032424555,11.354453814987698,11.375692238191919,64509.419503331235,85343.71586898278,87175.68830389355,11.167071342468262,70760.57047863335
32,Bachelor’s degree,Employed,13,8,India,7,40684,10.420336408564978,11.089890308454011,10.47564539502906,33533.71361336717,65504.56032340453,35440.73625911751,10.376300811767578,32089.034582245982
32,Master’s degree,Employed,15,6,Ukraine,10,60000,10.931352665955032,11.121481144031412,10.872322434701896,55900.84511123239,67606.96929293296,52696.454660557945,10.724690437316895,45463.65261039478
32,Associate degree,Employed,8,8,Germany,4,75410,11.089649960582362,11.153636444938174,11.295551595924218,65488.81809328112,69816.25363398554,80461.90871540384,11.080479621887207,64890.99956891709
32,Bachelor’s degree,Employed,9,5,Germany,8,81210,11.279696877449874,11.13230855040712,11.034317008919107,79196.25177975305,68342.96552563203,61963.50554730627,11.166746139526367,70737.56235
42,Master’s degree,Employed,30,25,Germany,6,139218,11.578740656778939,11.598910183787364,11.362120094764458,106801.93183595264,108977.96749025812,86000.50669267621,11.471498489379883,95940.93938182962
32,Bachelor’s degree,Employed,3,3,Germany,6,53367,11.198895744043886,10.963806992933828,10.886729914097378,73048.73167798402,57744.86320092274,53461.18786343106,10.997781753540039,59740.473312303286
32,Bachelor’s degree,Employed,13,10,India,0,25573,10.371978612449235,11.089579227086492,10.356542412985071,31950.634368762334,65484.18593,31461.20971,10.331954002380371,30697.037375053183
32,College/University course,Employed,16,8,United States of America,9,181000,11.858967314626822,11.629955607580477,11.752956949391042,141345.17674695072,112414.33140950589,127127.9175494693,11.756632804870605,127596.08500846123
47,College/University course,"Independent contractor, freelancer, or self-employed",27,24,United States of America,7,160000,12.02491398,11.903461934297237,12.076422925938537,166859.59480035029,147776.3361350201,175679.61288450708,11.948564529418945,154594.07054681703
32,Bachelor’s degree,Employed,10,5,Germany,6,168221,11.23868509011126,11.084048076899652,11.008847083061802,76013.93325097828,65122.977405117956,60405.20334652303,11.11332893371582,67058.05538
32,Master’s degree,Employed,20,8,Netherlands,6,74249,11.336647820405393,11.209551564553768,11.300391821566647,83837.51779,73831.29854829573,80852.31140580015,11.307432174682617,81423.55579023324
32,Professional degree,"Independent contractor, freelancer, or self-employed",10,8,Ukraine,8,60000,11.009871771064024,11.179993542522968,11.329559215356648,60467.13258200553,71680.89917773865,83245.32105682838,11.050139427185059,62951.731315758334
42,Bachelor’s degree,Employed,15,17,United States of America,8,170000,11.98672992922952,11.97940347643409,12.089134319692958,160608.29077552358,159435.8944,177927.01185546367,12.140132904052734,187236.45517080923
32,Bachelor’s degree,Employed,8,5,Germany,9,69609,11.298857569497079,11.141360354312726,11.015457078838185,80728.35716,68964.41005,60805.81064316872,11.215108871459961,74242.74951163286
42,Master’s degree,Employed,5,3,Germany,6,66128,11.141057850037837,11.03853859073361,10.886729914097378,68943.55087732365,62225.64671,53461.18786343106,11.065104484558105,63900.90707
32,Master’s degree,Employed,10,7,Ukraine,8,67105,10.915811980504511,11.135182062384294,11.117473203789759,55038.80779500221,68539.63516008625,67336.54288059894,10.86719799041748,52427.100225552305
42,Master’s degree,Employed,24,17,Netherlands,8,116015,11.434286842667005,11.514760051048398,11.38671276174602,92436.39122089419,100182.6269960794,88141.73444048826,11.55574893951416,104374.3629501858
